file_name,split,sentenceLevel,word_index,text,singLabel,part_of_speech_simple,part_of_speech_detailed,syntatic_dependency,shape,is_alpha,is_stop,region_id,bb,label,category,bb_level,re_mentions_count,is_re_mentioned,first_remention_sentence_level,first_remention_word_index,total_word_count
ADE_train_00011096.jpg,training,3,2,is,be,AUX,VBZ,ROOT,xx,True,True,,,,living_room,0,4.0,True,2.0,1.0,34.0
ADE_train_00011096.jpg,training,3,3,in,in,ADP,IN,prep,xx,True,True,,,,living_room,0,2.0,True,2.0,4.0,34.0
ADE_train_00011096.jpg,training,3,4,the,the,DET,DT,det,xxx,True,True,,,,living_room,0,7.0,True,1.0,0.0,34.0
ADE_train_00011096.jpg,training,3,5,center,center,NOUN,NN,pobj,xxxx,True,False,,,,living_room,0,1.0,False,,,34.0
ADE_train_00011096.jpg,training,3,6,of,of,ADP,IN,prep,xx,True,True,,,,living_room,0,2.0,True,3.0,6.0,34.0
ADE_train_00011096.jpg,training,3,7,the,the,DET,DT,det,xxx,True,True,,,,living_room,0,7.0,True,1.0,0.0,34.0
ADE_train_00011096.jpg,training,3,8,room,room,NOUN,NN,pobj,xxxx,True,False,,,,living_room,0,3.0,True,1.0,5.0,34.0
ADE_train_00011096.jpg,training,3,9,.,.,PUNCT,.,punct,.,False,False,,,,living_room,0,5.0,True,1.0,6.0,34.0
ADE_train_00011096.jpg,training,4,0,The,the,DET,DT,det,Xxx,True,True,,,,living_room,0,7.0,True,1.0,0.0,34.0
ADE_train_00011096.jpg,training,4,1,walls,wall,NOUN,NNS,nsubjpass,xxxx,True,False,1.0,"[3, 0, 2413, 1665]",1: wall,living_room,0,1.0,False,,,34.0
ADE_train_00011096.jpg,training,4,2,are,be,AUX,VBP,auxpass,xxx,True,True,,,,living_room,0,4.0,True,2.0,1.0,34.0
ADE_train_00011096.jpg,training,4,3,painted,paint,VERB,VBN,ROOT,xxxx,True,False,,,,living_room,0,1.0,False,,,34.0
ADE_train_00011096.jpg,training,4,4,white,white,ADJ,JJ,advmod,xxxx,True,False,,,,living_room,0,1.0,False,,,34.0
ADE_train_00011096.jpg,training,4,5,.,.,PUNCT,.,punct,.,False,False,,,,living_room,0,5.0,True,1.0,6.0,34.0
ADE_train_00011096.jpg,training,5,0,The,the,DET,DT,det,Xxx,True,True,,,,living_room,0,7.0,True,1.0,0.0,34.0
ADE_train_00011096.jpg,training,5,1,floor,floor,NOUN,NN,nsubjpass,xxxx,True,False,3.0,"[0, 1422, 2582, 515]",3: wood floor,living_room,0,1.0,False,,,34.0
ADE_train_00011096.jpg,training,5,2,is,be,AUX,VBZ,auxpass,xx,True,True,,,,living_room,0,4.0,True,2.0,1.0,34.0
ADE_train_00011096.jpg,training,5,3,made,make,VERB,VBN,ROOT,xxxx,True,True,,,,living_room,0,1.0,False,,,34.0
ADE_train_00011096.jpg,training,5,4,of,of,ADP,IN,prep,xx,True,True,,,,living_room,0,2.0,True,3.0,6.0,34.0
ADE_train_00011096.jpg,training,5,5,hardwood,hardwood,NOUN,NN,pobj,xxxx,True,False,,,,living_room,0,1.0,False,,,34.0
ADE_train_00011096.jpg,training,5,6,.,.,PUNCT,.,punct,.,False,False,,,,living_room,0,5.0,True,1.0,6.0,34.0
ADE_train_00010613.jpg,training,1,0,The,the,DET,DT,det,Xxx,True,True,,,,kitchen,0,0.0,False,,,34.0
ADE_train_00010613.jpg,training,1,1,image,image,NOUN,NN,nsubj,xxxx,True,False,,,,kitchen,0,1.0,False,,,34.0
ADE_train_00010613.jpg,training,1,2,shows,show,VERB,VBZ,ROOT,xxxx,True,False,,,,kitchen,0,1.0,False,,,34.0
ADE_train_00010613.jpg,training,1,3,a,a,DET,DT,det,x,True,True,,,,kitchen,0,4.0,True,1.0,3.0,34.0
ADE_train_00010613.jpg,training,1,4,kitchen,kitchen,NOUN,NN,dobj,xxxx,True,False,,,,kitchen,0,5.0,True,1.0,4.0,34.0
ADE_train_00010613.jpg,training,1,5,.,.,PUNCT,.,punct,.,False,False,,,,kitchen,0,5.0,True,1.0,5.0,34.0
ADE_train_00010613.jpg,training,2,0,There,there,PRON,EX,expl,Xxxxx,True,True,,,,kitchen,0,3.0,True,2.0,0.0,34.0
ADE_train_00010613.jpg,training,2,1,is,be,VERB,VBZ,ROOT,xx,True,True,,,,kitchen,0,4.0,True,2.0,1.0,34.0
ADE_train_00010613.jpg,training,2,2,a,a,DET,DT,det,x,True,True,,,,kitchen,0,4.0,True,1.0,3.0,34.0
ADE_train_00010613.jpg,training,2,3,stove,stove,NOUN,NN,attr,xxxx,True,False,23.0,"[171, 462, 161, 28]",23: stove,kitchen,0,1.0,False,,,34.0
ADE_train_00010613.jpg,training,2,4,in,in,ADP,IN,prep,xx,True,True,,,,kitchen,0,3.0,True,2.0,4.0,34.0
ADE_train_00010613.jpg,training,2,5,the,the,DET,DT,det,xxx,True,True,,,,kitchen,0,5.0,True,1.0,0.0,34.0
ADE_train_00010613.jpg,training,2,6,kitchen,kitchen,NOUN,NN,pobj,xxxx,True,False,,,,kitchen,0,5.0,True,1.0,4.0,34.0
ADE_train_00010613.jpg,training,2,7,.,.,PUNCT,.,punct,.,False,False,,,,kitchen,0,5.0,True,1.0,5.0,34.0
ADE_train_00010613.jpg,training,3,0,There,there,PRON,EX,expl,Xxxxx,True,True,,,,kitchen,0,3.0,True,2.0,0.0,34.0
ADE_train_00010613.jpg,training,3,1,is,be,VERB,VBZ,ROOT,xx,True,True,,,,kitchen,0,4.0,True,2.0,1.0,34.0
ADE_train_00010613.jpg,training,3,2,a,a,DET,DT,det,x,True,True,,,,kitchen,0,4.0,True,1.0,3.0,34.0
ADE_train_00010613.jpg,training,3,3,table,table,NOUN,NN,attr,xxxx,True,False,,,,kitchen,0,1.0,False,,,34.0
ADE_train_00010613.jpg,training,3,4,and,and,CCONJ,CC,cc,xxx,True,True,,,,kitchen,0,2.0,True,3.0,4.0,34.0
ADE_train_00010613.jpg,training,3,5,chairs,chair,NOUN,NNS,conj,xxxx,True,False,6.0,"[598, 383, 248, 509]",6: chair,kitchen,0,1.0,False,,,34.0
ADE_train_00010613.jpg,training,3,6,in,in,ADP,IN,prep,xx,True,True,,,,kitchen,0,3.0,True,2.0,4.0,34.0
ADE_train_00010613.jpg,training,3,7,the,the,DET,DT,det,xxx,True,True,,,,kitchen,0,5.0,True,1.0,0.0,34.0
ADE_train_00010613.jpg,training,3,8,kitchen,kitchen,NOUN,NN,pobj,xxxx,True,False,,,,kitchen,0,5.0,True,1.0,4.0,34.0
ADE_train_00010613.jpg,training,3,9,.,.,PUNCT,.,punct,.,False,False,,,,kitchen,0,5.0,True,1.0,5.0,34.0
ADE_train_00010613.jpg,training,4,0,There,there,PRON,EX,expl,Xxxxx,True,True,,,,kitchen,0,3.0,True,2.0,0.0,34.0
ADE_train_00010613.jpg,training,4,1,is,be,VERB,VBZ,ROOT,xx,True,True,,,,kitchen,0,4.0,True,2.0,1.0,34.0
ADE_train_00010613.jpg,training,4,2,a,a,DET,DT,det,x,True,True,,,,kitchen,0,4.0,True,1.0,3.0,34.0
ADE_train_00010613.jpg,training,4,3,window,window,NOUN,NN,attr,xxxx,True,False,8.0,"[216, 7, 479, 454]",8: window,kitchen,0,1.0,False,,,34.0
ADE_train_00010613.jpg,training,4,4,in,in,ADP,IN,prep,xx,True,True,,,,kitchen,0,3.0,True,2.0,4.0,34.0
ADE_train_00010613.jpg,training,4,5,the,the,DET,DT,det,xxx,True,True,,,,kitchen,0,5.0,True,1.0,0.0,34.0
ADE_train_00010613.jpg,training,4,6,kitchen,kitchen,NOUN,NN,pobj,xxxx,True,False,,,,kitchen,0,5.0,True,1.0,4.0,34.0
ADE_train_00010613.jpg,training,4,7,.,.,PUNCT,.,punct,.,False,False,,,,kitchen,0,5.0,True,1.0,5.0,34.0
ADE_train_00010613.jpg,training,5,0,The,the,DET,DT,det,Xxx,True,True,,,,kitchen,0,5.0,True,1.0,0.0,34.0
ADE_train_00010613.jpg,training,5,1,kitchen,kitchen,NOUN,NN,nsubj,xxxx,True,False,,,,kitchen,0,5.0,True,1.0,4.0,34.0
ADE_train_00010613.jpg,training,5,2,is,be,AUX,VBZ,ROOT,xx,True,True,,,,kitchen,0,4.0,True,2.0,1.0,34.0
ADE_train_00010613.jpg,training,5,3,clean,clean,ADJ,JJ,acomp,xxxx,True,False,,,,kitchen,0,1.0,False,,,34.0
ADE_train_00010613.jpg,training,5,4,and,and,CCONJ,CC,cc,xxx,True,True,,,,kitchen,0,2.0,True,3.0,4.0,34.0
ADE_train_00010613.jpg,training,5,5,well,well,ADV,RB,advmod,xxxx,True,True,,,,kitchen,0,1.0,False,,,34.0
ADE_train_00010613.jpg,training,5,6,-,-,PUNCT,HYPH,punct,-,False,False,,,,kitchen,0,1.0,False,,,34.0
ADE_train_00010613.jpg,training,5,7,organized,organize,VERB,VBN,conj,xxxx,True,False,,,,kitchen,0,1.0,False,,,34.0
ADE_train_00010613.jpg,training,5,8,.,.,PUNCT,.,punct,.,False,False,,,,kitchen,0,5.0,True,1.0,5.0,34.0
ADE_train_00007233.jpg,training,1,0,The,the,DET,DT,det,Xxx,True,True,,,,dining_room,0,0.0,False,,,43.0
ADE_train_00007233.jpg,training,1,1,image,image,NOUN,NN,nsubj,xxxx,True,False,,,,dining_room,0,1.0,False,,,43.0
ADE_train_00007233.jpg,training,1,2,shows,show,VERB,VBZ,ROOT,xxxx,True,False,,,,dining_room,0,1.0,False,,,43.0
ADE_train_00007233.jpg,training,1,3,a,a,DET,DT,det,x,True,True,,,,dining_room,0,2.0,True,1.0,3.0,43.0
ADE_train_00007233.jpg,training,1,4,dining,dining,NOUN,NN,compound,xxxx,True,False,,,,dining_room,0,3.0,True,1.0,4.0,43.0
ADE_train_00007233.jpg,training,1,5,room,room,NOUN,NN,dobj,xxxx,True,False,,,,dining_room,0,3.0,True,1.0,5.0,43.0
ADE_train_00007233.jpg,training,1,6,.,.,PUNCT,.,punct,.,False,False,,,,dining_room,0,5.0,True,1.0,6.0,43.0
ADE_train_00007233.jpg,training,2,0,The,the,DET,DT,det,Xxx,True,True,,,,dining_room,0,6.0,True,1.0,0.0,43.0
ADE_train_00007233.jpg,training,2,1,dining,dining,NOUN,NN,compound,xxxx,True,False,,,,dining_room,0,3.0,True,1.0,4.0,43.0
ADE_train_00007233.jpg,training,2,2,room,room,NOUN,NN,nsubj,xxxx,True,False,,,,dining_room,0,3.0,True,1.0,5.0,43.0
ADE_train_00007233.jpg,training,2,3,has,have,VERB,VBZ,ROOT,xxx,True,True,,,,dining_room,0,3.0,True,2.0,3.0,43.0
ADE_train_00007233.jpg,training,2,4,a,a,DET,DT,det,x,True,True,,,,dining_room,0,2.0,True,1.0,3.0,43.0
ADE_train_00007233.jpg,training,2,5,table,table,NOUN,NN,dobj,xxxx,True,False,13.0,"[434, 601, 546, 181]",13: table,dining_room,0,2.0,True,2.0,5.0,43.0
ADE_train_00007233.jpg,training,2,6,and,and,CCONJ,CC,cc,xxx,True,True,,,,dining_room,0,3.0,True,2.0,6.0,43.0
ADE_train_00007233.jpg,training,2,7,chairs,chair,NOUN,NNS,conj,xxxx,True,False,16.0,"[608, 661, 302, 328]",16: chair,dining_room,0,3.0,True,2.0,7.0,43.0
ADE_train_00007233.jpg,training,2,8,.,.,PUNCT,.,punct,.,False,False,,,,dining_room,0,5.0,True,1.0,6.0,43.0
ADE_train_00007233.jpg,training,3,0,The,the,DET,DT,det,Xxx,True,True,,,,dining_room,0,6.0,True,1.0,0.0,43.0
ADE_train_00007233.jpg,training,3,1,table,table,NOUN,NN,nsubjpass,xxxx,True,False,,,,dining_room,0,2.0,True,2.0,5.0,43.0
ADE_train_00007233.jpg,training,3,2,is,be,AUX,VBZ,auxpass,xx,True,True,,,,dining_room,0,3.0,True,3.0,2.0,43.0
ADE_train_00007233.jpg,training,3,3,made,make,VERB,VBN,ROOT,xxxx,True,True,,,,dining_room,0,2.0,True,3.0,3.0,43.0
ADE_train_00007233.jpg,training,3,4,of,of,ADP,IN,prep,xx,True,True,,,,dining_room,0,3.0,True,3.0,4.0,43.0
ADE_train_00007233.jpg,training,3,5,wood,wood,NOUN,NN,pobj,xxxx,True,False,,,,dining_room,0,2.0,True,3.0,5.0,43.0
ADE_train_00007233.jpg,training,3,6,and,and,CCONJ,CC,cc,xxx,True,True,,,,dining_room,0,3.0,True,2.0,6.0,43.0
ADE_train_00007233.jpg,training,3,7,has,have,VERB,VBZ,conj,xxx,True,True,,,,dining_room,0,3.0,True,2.0,3.0,43.0
ADE_train_00007233.jpg,training,3,8,four,four,NUM,CD,nummod,xxxx,True,True,,,,dining_room,0,1.0,False,,,43.0
ADE_train_00007233.jpg,training,3,9,chairs,chair,NOUN,NNS,dobj,xxxx,True,False,17.0,"[448, 516, 127, 117]",17: chair,dining_room,0,3.0,True,2.0,7.0,43.0
ADE_train_00007233.jpg,training,3,10,.,.,PUNCT,.,punct,.,False,False,,,,dining_room,0,5.0,True,1.0,6.0,43.0
ADE_train_00007233.jpg,training,4,0,The,the,DET,DT,det,Xxx,True,True,,,,dining_room,0,6.0,True,1.0,0.0,43.0
ADE_train_00007233.jpg,training,4,1,chairs,chair,NOUN,NNS,nsubjpass,xxxx,True,False,18.0,"[835, 507, 298, 475]",18: chairs,dining_room,0,3.0,True,2.0,7.0,43.0
ADE_train_00007233.jpg,training,4,2,are,be,AUX,VBP,auxpass,xxx,True,True,,,,dining_room,0,3.0,True,3.0,2.0,43.0
ADE_train_00007233.jpg,training,4,3,also,also,ADV,RB,advmod,xxxx,True,True,,,,dining_room,0,1.0,False,,,43.0
ADE_train_00007233.jpg,training,4,4,made,make,VERB,VBN,ROOT,xxxx,True,True,,,,dining_room,0,2.0,True,3.0,3.0,43.0
ADE_train_00007233.jpg,training,4,5,of,of,ADP,IN,prep,xx,True,True,,,,dining_room,0,3.0,True,3.0,4.0,43.0
ADE_train_00007233.jpg,training,4,6,wood,wood,NOUN,NN,pobj,xxxx,True,False,,,,dining_room,0,2.0,True,3.0,5.0,43.0
ADE_train_00007233.jpg,training,4,7,and,and,CCONJ,CC,cc,xxx,True,True,,,,dining_room,0,3.0,True,2.0,6.0,43.0
ADE_train_00007233.jpg,training,4,8,have,have,VERB,VBP,conj,xxxx,True,True,,,,dining_room,0,3.0,True,2.0,3.0,43.0
ADE_train_00007233.jpg,training,4,9,cushioned,cushion,VERB,VBN,amod,xxxx,True,False,,,,dining_room,0,1.0,False,,,43.0
ADE_train_00007233.jpg,training,4,10,seats,seat,NOUN,NNS,dobj,xxxx,True,False,20.0,"[309, 512, 218, 284]",20: chair,dining_room,0,1.0,False,,,43.0
ADE_train_00007233.jpg,training,4,11,.,.,PUNCT,.,punct,.,False,False,,,,dining_room,0,5.0,True,1.0,6.0,43.0
ADE_train_00007233.jpg,training,5,0,The,the,DET,DT,det,Xxx,True,True,,,,dining_room,0,6.0,True,1.0,0.0,43.0
ADE_train_00007233.jpg,training,5,1,walls,wall,NOUN,NNS,nsubjpass,xxxx,True,False,1.0,"[0, 97, 1417, 893]",1: wall,dining_room,0,1.0,False,,,43.0
ADE_train_00007233.jpg,training,5,2,of,of,ADP,IN,prep,xx,True,True,,,,dining_room,0,3.0,True,3.0,4.0,43.0
ADE_train_00007233.jpg,training,5,3,the,the,DET,DT,det,xxx,True,True,,,,dining_room,0,6.0,True,1.0,0.0,43.0
ADE_train_00007233.jpg,training,5,4,dining,dining,NOUN,NN,compound,xxxx,True,False,,,,dining_room,0,3.0,True,1.0,4.0,43.0
ADE_train_00007233.jpg,training,5,5,room,room,NOUN,NN,pobj,xxxx,True,False,,,,dining_room,0,3.0,True,1.0,5.0,43.0
ADE_train_00007233.jpg,training,5,6,are,be,AUX,VBP,auxpass,xxx,True,True,,,,dining_room,0,3.0,True,3.0,2.0,43.0
ADE_train_00007233.jpg,training,5,7,painted,paint,VERB,VBN,ROOT,xxxx,True,False,,,,dining_room,0,1.0,False,,,43.0
ADE_train_00007233.jpg,training,5,8,white,white,ADJ,JJ,advmod,xxxx,True,False,,,,dining_room,0,1.0,False,,,43.0
ADE_train_00007233.jpg,training,5,9,.,.,PUNCT,.,punct,.,False,False,,,,dining_room,0,5.0,True,1.0,6.0,43.0
ADE_train_00011337.jpg,training,1,0,The,the,DET,DT,det,Xxx,True,True,,,,living_room,0,0.0,False,,,59.0
ADE_train_00011337.jpg,training,1,1,image,image,NOUN,NN,nsubj,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,1,2,shows,show,VERB,VBZ,ROOT,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,1,3,a,a,DET,DT,det,x,True,True,,,,living_room,0,7.0,True,1.0,3.0,59.0
ADE_train_00011337.jpg,training,1,4,living,living,NOUN,NN,amod,xxxx,True,False,,,,living_room,0,2.0,True,1.0,4.0,59.0
ADE_train_00011337.jpg,training,1,5,room,room,NOUN,NN,dobj,xxxx,True,False,,,,living_room,0,3.0,True,1.0,5.0,59.0
ADE_train_00011337.jpg,training,1,6,.,.,PUNCT,.,punct,.,False,False,,,,living_room,0,5.0,True,1.0,6.0,59.0
ADE_train_00011337.jpg,training,2,0,The,the,DET,DT,det,Xxx,True,True,,,,living_room,0,6.0,True,1.0,0.0,59.0
ADE_train_00011337.jpg,training,2,1,living,living,NOUN,NN,compound,xxxx,True,False,,,,living_room,0,2.0,True,1.0,4.0,59.0
ADE_train_00011337.jpg,training,2,2,room,room,NOUN,NN,nsubjpass,xxxx,True,False,,,,living_room,0,3.0,True,1.0,5.0,59.0
ADE_train_00011337.jpg,training,2,3,is,be,AUX,VBZ,auxpass,xx,True,True,,,,living_room,0,5.0,True,2.0,3.0,59.0
ADE_train_00011337.jpg,training,2,4,filled,fill,VERB,VBN,ROOT,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,2,5,with,with,ADP,IN,prep,xxxx,True,True,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,2,6,furniture,furniture,NOUN,NN,pobj,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,2,7,",",",",PUNCT,",",punct,",",False,False,,,,living_room,0,3.0,True,2.0,7.0,59.0
ADE_train_00011337.jpg,training,2,8,including,include,VERB,VBG,prep,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,2,9,a,a,DET,DT,det,x,True,True,,,,living_room,0,7.0,True,1.0,3.0,59.0
ADE_train_00011337.jpg,training,2,10,sofa,sofa,NOUN,NN,pobj,xxxx,True,False,29.0,"[1, 534, 1048, 264]",29: sofa,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,2,11,",",",",PUNCT,",",punct,",",False,False,,,,living_room,0,3.0,True,2.0,7.0,59.0
ADE_train_00011337.jpg,training,2,12,a,a,DET,DT,det,x,True,True,,,,living_room,0,7.0,True,1.0,3.0,59.0
ADE_train_00011337.jpg,training,2,13,coffee,coffee,NOUN,NN,compound,xxxx,True,False,25.0,"[457, 516, 277, 177]",25: coffee table,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,2,14,table,table,NOUN,NN,conj,xxxx,True,False,25.0,"[457, 516, 277, 177]",25: coffee table,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,2,15,",",",",PUNCT,",",punct,",",False,False,,,,living_room,0,3.0,True,2.0,7.0,59.0
ADE_train_00011337.jpg,training,2,16,and,and,CCONJ,CC,cc,xxx,True,True,,,,living_room,0,2.0,True,2.0,16.0,59.0
ADE_train_00011337.jpg,training,2,17,a,a,DET,DT,det,x,True,True,,,,living_room,0,7.0,True,1.0,3.0,59.0
ADE_train_00011337.jpg,training,2,18,fireplace,fireplace,NOUN,NN,conj,xxxx,True,False,15.0,"[102, 406, 284, 246]",15: fireplace,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,2,19,.,.,PUNCT,.,punct,.,False,False,,,,living_room,0,5.0,True,1.0,6.0,59.0
ADE_train_00011337.jpg,training,3,0,The,the,DET,DT,det,Xxx,True,True,,,,living_room,0,6.0,True,1.0,0.0,59.0
ADE_train_00011337.jpg,training,3,1,walls,wall,NOUN,NNS,nsubjpass,xxxx,True,False,1.0,"[1, 52, 388, 532]",1: wall,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,3,2,are,be,AUX,VBP,auxpass,xxx,True,True,,,,living_room,0,5.0,True,2.0,3.0,59.0
ADE_train_00011337.jpg,training,3,3,painted,paint,VERB,VBN,ROOT,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,3,4,white,white,ADJ,JJ,oprd,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,3,5,and,and,CCONJ,CC,cc,xxx,True,True,,,,living_room,0,2.0,True,2.0,16.0,59.0
ADE_train_00011337.jpg,training,3,6,there,there,PRON,EX,expl,xxxx,True,True,,,,living_room,0,2.0,True,3.0,6.0,59.0
ADE_train_00011337.jpg,training,3,7,are,be,VERB,VBP,conj,xxx,True,True,,,,living_room,0,5.0,True,2.0,3.0,59.0
ADE_train_00011337.jpg,training,3,8,a,a,DET,DT,quantmod,x,True,True,,,,living_room,0,7.0,True,1.0,3.0,59.0
ADE_train_00011337.jpg,training,3,9,few,few,ADJ,JJ,amod,xxx,True,True,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,3,10,paintings,painting,NOUN,NNS,attr,xxxx,True,False,24.0,"[749, 286, 101, 113]",24:painting picture,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,3,11,hanging,hang,VERB,VBG,acl,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,3,12,on,on,ADP,IN,prep,xx,True,True,,,,living_room,0,2.0,True,3.0,12.0,59.0
ADE_train_00011337.jpg,training,3,13,them,they,PRON,PRP,pobj,xxxx,True,True,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,3,14,.,.,PUNCT,.,punct,.,False,False,,,,living_room,0,5.0,True,1.0,6.0,59.0
ADE_train_00011337.jpg,training,4,0,The,the,DET,DT,det,Xxx,True,True,,,,living_room,0,6.0,True,1.0,0.0,59.0
ADE_train_00011337.jpg,training,4,1,floor,floor,NOUN,NN,nsubjpass,xxxx,True,False,6.0,"[202, 584, 222, 103]",6:tile floor,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,4,2,is,be,AUX,VBZ,auxpass,xx,True,True,,,,living_room,0,5.0,True,2.0,3.0,59.0
ADE_train_00011337.jpg,training,4,3,covered,cover,VERB,VBN,ROOT,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,4,4,in,in,ADP,IN,prep,xx,True,True,,,,living_room,0,2.0,True,4.0,4.0,59.0
ADE_train_00011337.jpg,training,4,5,a,a,DET,DT,det,x,True,True,,,,living_room,0,7.0,True,1.0,3.0,59.0
ADE_train_00011337.jpg,training,4,6,dark,dark,ADJ,JJ,amod,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,4,7,hardwood,hardwood,NOUN,NN,pobj,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,4,8,.,.,PUNCT,.,punct,.,False,False,,,,living_room,0,5.0,True,1.0,6.0,59.0
ADE_train_00011337.jpg,training,5,0,There,there,PRON,EX,expl,Xxxxx,True,True,,,,living_room,0,2.0,True,3.0,6.0,59.0
ADE_train_00011337.jpg,training,5,1,is,be,VERB,VBZ,ROOT,xx,True,True,,,,living_room,0,5.0,True,2.0,3.0,59.0
ADE_train_00011337.jpg,training,5,2,a,a,DET,DT,det,x,True,True,,,,living_room,0,7.0,True,1.0,3.0,59.0
ADE_train_00011337.jpg,training,5,3,window,window,NOUN,NN,attr,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,5,4,on,on,ADP,IN,prep,xx,True,True,,,,living_room,0,2.0,True,3.0,12.0,59.0
ADE_train_00011337.jpg,training,5,5,the,the,DET,DT,det,xxx,True,True,,,,living_room,0,6.0,True,1.0,0.0,59.0
ADE_train_00011337.jpg,training,5,6,left,left,ADJ,JJ,amod,xxxx,True,False,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,5,7,side,side,NOUN,NN,pobj,xxxx,True,True,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,5,8,of,of,ADP,IN,prep,xx,True,True,,,,living_room,0,1.0,False,,,59.0
ADE_train_00011337.jpg,training,5,9,the,the,DET,DT,det,xxx,True,True,,,,living_room,0,6.0,True,1.0,0.0,59.0
ADE_train_00011337.jpg,training,5,10,room,room,NOUN,NN,pobj,xxxx,True,False,,,,living_room,0,3.0,True,1.0,5.0,59.0
